Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	365b838b-eaf3-4a87-89ff-8ee89450f492
Plate Name	4
Measurement	Measurement 1
Evaluation	Evaluation5

[Data]
Row	Column	Timepoint	Nuclei in confirmed total cell region - Number of Objects	Nuclei in confirmed total cell region - Nucleus Area [µm²] - Mean per Well	Nuclei in confirmed total cell region - Nucleus Roundness - Mean per Well	Nuclei in confirmed total cell region - Nucleus Perimeter [µm] - Mean per Well	Nuclei in confirmed total cell region - Nucleus Width [µm] - Mean per Well	Nuclei in confirmed total cell region - Nucleus Length [µm] - Mean per Well	Nuclei in confirmed total cell region - Nucleus Ratio Width to Length - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 Haralick Correlation 1 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 Haralick Contrast 1 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 Haralick Sum Variance 1 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 Haralick Homogeneity 1 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Spot 0 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Hole 0 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Edge 0 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Ridge 0 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Valley 0 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Saddle 0 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Bright 0 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Dark 0 px - Mean per Well	Nuclei in confirmed total cell region - Intensity Nucleus HOECHST 33342 Mean - Mean per Well	Nuclei in confirmed total cell region - Intensity Nucleus HOECHST 33342 StdDev - Mean per Well	Nuclei in confirmed total cell region - Intensity Nucleus HOECHST 33342 Median - Mean per Well	Nuclei in confirmed total cell region - Intensity Nucleus HOECHST 33342 Sum - Mean per Well	Nuclei in confirmed total cell region - Individual cells Selected - Mean per Well	Confirmed total cell region selected - Number of Nuclei in confirmed total cell region (2)- per Object  - Sum per Well	Confirmed total cell region selected - Confirmed total cell region selected Area [µm²] - Sum per Well	Confirmed total cell region selected - Number of Spots - Sum per Well	Individual cells Selected - Number of Objects	Individual cells Selected - Nucleus Area [µm²] - Mean per Well	Individual cells Selected - Nucleus Roundness - Mean per Well	Individual cells Selected - Nucleus Perimeter [µm] - Mean per Well	Individual cells Selected - Nucleus Width [µm] - Mean per Well	Individual cells Selected - Nucleus Length [µm] - Mean per Well	Individual cells Selected - Nucleus Ratio Width to Length - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 Haralick Correlation 1 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 Haralick Contrast 1 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 Haralick Sum Variance 1 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 Haralick Homogeneity 1 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Spot 0 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Hole 0 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Edge 0 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Ridge 0 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Valley 0 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Saddle 0 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Bright 0 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Dark 0 px - Mean per Well	Individual cells Selected - Intensity Nucleus HOECHST 33342 Mean - Mean per Well	Individual cells Selected - Intensity Nucleus HOECHST 33342 StdDev - Mean per Well	Individual cells Selected - Intensity Nucleus HOECHST 33342 Median - Mean per Well	Individual cells Selected - Intensity Nucleus HOECHST 33342 Sum - Mean per Well	Individual cells Selected - Individual cells Area [µm²] - Mean per Well	Individual cells Selected - Individual cells Roundness - Mean per Well	Individual cells Selected - Individual cells Width [µm] - Mean per Well	Individual cells Selected - Individual cells Length [µm] - Mean per Well	Individual cells Selected - Individual cells Ratio Width to Length - Mean per Well	Individual cells Selected - Membrane Symmetry 02  - Mean per Well	Individual cells Selected - Membrane Symmetry 03  - Mean per Well	Individual cells Selected - Membrane Symmetry 04  - Mean per Well	Individual cells Selected - Membrane Symmetry 05  - Mean per Well	Individual cells Selected - Membrane Symmetry 12  - Mean per Well	Individual cells Selected - Membrane Symmetry 13  - Mean per Well	Individual cells Selected - Membrane Symmetry 14  - Mean per Well	Individual cells Selected - Membrane Symmetry 15  - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30%  - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40%  - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50%  - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60%  - Mean per Well	Individual cells Selected - Membrane Axial Small Length  - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio  - Mean per Well	Individual cells Selected - Membrane Radial Mean  - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation  - Mean per Well	Individual cells Selected - Membrane Profile 1/5  - Mean per Well	Individual cells Selected - Membrane Profile 2/5  - Mean per Well	Individual cells Selected - Membrane Profile 3/5  - Mean per Well	Individual cells Selected - Membrane Profile 4/5  - Mean per Well	Individual cells Selected - Membrane Profile 5/5  - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SP-Filter - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SP-Filter - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SP-Filter - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SP-Filter - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SP-Filter - Mean per Well	Individual cells Selected - Membrane Axial Small Length SP-Filter - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SP-Filter - Mean per Well	Individual cells Selected - Membrane Radial Mean SP-Filter - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SP-Filter - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SP-Filter - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SP-Filter - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SP-Filter - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SP-Filter - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SP-Filter - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Bright - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Bright - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Bright - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Bright - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Bright - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Bright - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Bright - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Bright - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Bright - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Bright - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Bright - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Bright - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Bright - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Bright - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Dark - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Dark - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Dark - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Dark - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Dark - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Dark - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Dark - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Dark - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Dark - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Dark - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Dark - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Dark - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Dark - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Dark - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Ridge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Ridge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Ridge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Ridge - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Ridge - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Ridge - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Ridge - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Ridge - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Ridge - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Valley - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Valley - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Valley - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Valley - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Valley - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Valley - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Valley - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Valley - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Valley - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Valley - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Valley - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Valley - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Valley - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Valley - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Spot - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Spot - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Spot - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Spot - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Spot - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Spot - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Spot - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Spot - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Spot - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Spot - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Spot - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Spot - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Spot - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Spot - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Hole - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Hole - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Hole - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Hole - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Hole - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Hole - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Hole - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Hole - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Hole - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Hole - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Hole - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Hole - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Hole - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Hole - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Saddle - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Saddle - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Saddle - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Saddle - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Saddle - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Saddle - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Saddle - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Saddle - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Saddle - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Edge - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Edge - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Edge - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Edge - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Edge - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Edge - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Edge - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Edge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Edge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Edge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Edge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Edge - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Edge - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Edge - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Edge - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Edge - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Edge - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Edge - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Edge - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Edge - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Edge - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Edge - Mean per Well	Individual cells Selected - Total Spot Area - Mean per Well	Individual cells Selected - Relative Spot Intensity - Mean per Well	Individual cells Selected - Number of Spots - Mean per Well	Individual cells Selected - Number of Spots per Area of Individual cells - Mean per Well	Number of Analyzed Fields	Time [s]	Compound	Concentration	Cell Type	Cell Count	
15	2	1	22	191.871944247	0.823126902068	56.0019049692	11.1373479987	19.994281105	0.551974969793	0.965990585235	0.00639842811746	0.0970366948156	0.630772586697	0.00984733395597	0.00901164613836	0.0865260090364	0.015885819986	0.0200327945314	0.0174343226834	0.0224073673826	0.0254998809457	7787.56087762	2471.07906689	7793.04545455	77532954.1818	0.636363636364	22	17029.9219812	1296	14	222.927264856	0.859459076668	59.2127082237	12.2336600231	20.6261093821	0.601775688054	0.966182750865	0.00648965121703	0.101377069878	0.626354234983	0.0103001898949	0.00897677268816	0.0866202191212	0.016529501745	0.0199074233267	0.0180727876609	0.023353343906	0.0253601502554	8526.97472573	2717.89302535	8501.21428571	98217381.0714	295.829132389	0.789047522293	13.5294819539	23.8384358473	0.564678295993	0.168958077218	0.118062700264	0.121386077886	0.101202388912	0.25534693434	0.123158151556	0.151917529313	0.104252895985	0.234855311067	0.303752138624	0.385965550537	0.488984815389	49.7409507888	0.704939137612	58.9918319157	0.243323963668	NaN	NaN	NaN	1	NaN	0.274565366639	0.212217476914	0.201564412523	0.160885603863	0.329993441196	0.212711494858	0.23036880981	0.16282771595	0.364801354047	0.444515303885	0.539253443972	0.642816216121	44.6401046344	0.656135869878	56.0510619027	0.223345770368	0.950682354825	NaN	NaN	NaN	0.427155186847	NaN	0.243595755947	0.200174976497	0.215655190626	0.242451144724	0.304695924324	0.209042760801	0.243639553532	0.24650289042	0.572767131942	0.731415694824	0.921422898897	1.21912210667	46.5205747059	0.668080057417	57.0021159308	0.251346568444	0.974867067167	NaN	NaN	NaN	0.00553553068729	NaN	0.181248309707	0.184964067042	0.186147810551	0.216576955125	0.265102874092	0.217446420183	0.216933085086	0.224011211528	0.412625473483	0.513046576953	0.651722662446	0.825676090885	50.6024815014	0.690617618816	61.0515685763	0.246019032385	1.03008335829	NaN	NaN	NaN	0.00957122746095	NaN	0.263214070297	0.212147944931	0.216008710373	0.235349910803	0.31158068762	0.215088556226	0.23000812961	0.235084164784	0.552213552593	0.695218658894	0.836801842156	1.03214366598	46.2976670265	0.668204816324	56.7795025962	0.24701622022	0.969795371805	NaN	NaN	NaN	0.00412194348296	NaN	0.197525480409	0.1858454207	0.208237611139	0.227136700544	0.284071184497	0.22259325762	0.238466520627	0.235326043022	0.456221447673	0.590831197663	0.727720127088	0.89900071335	50.0561060905	0.675005165594	61.038274765	0.24773030941	1.03212345498	NaN	NaN	NaN	0.008018016412	NaN	0.265336705525	0.259544781072	0.271598864536	0.271583451501	0.319203113435	0.272915682251	0.325157359845	0.28560398209	0.796128972562	1.0064053056	1.23227335196	1.52525814161	46.4753221784	0.655059554747	58.1404909406	0.248660358999	0.999001230512	NaN	NaN	NaN	0.00217404321408	NaN	0.22207184853	0.233249834036	0.169085396072	0.217530123718	0.275826750005	0.270544413328	0.199620633464	0.219572820628	0.661127708483	0.869231100074	1.09665856953	1.36509561962	51.0941953659	0.696551480464	61.2506219319	0.231022926314	1.03014609218	NaN	NaN	NaN	0.0027753862713	NaN	0.183844641949	0.166905545283	0.21139523008	0.125998958063	0.272045865682	0.189237330417	0.229324086928	0.123171229544	0.473281849256	0.620541894899	0.821899608395	1.21575382309	50.1649223736	0.688081807324	60.5662809099	0.24348142477	1.02636118872	NaN	NaN	NaN	0.00633452832371	NaN	0.189896150528	0.169735814112	0.172569406579	0.129857393298	0.277022674898	0.198205768838	0.196462070048	0.136586637205	0.288039051937	0.353104132376	0.434905705598	0.552495774478	48.9515053204	0.681526186211	59.3244931357	0.241832713996	1.00575025593	NaN	NaN	NaN	0.0534324051501	NaN	679.071428571	0.0673641598805	20.5	0.00136531241255	14	0					
14	2	1	2394	167.425863016	0.894827038802	50.4065801795	11.4687488723	17.3943106356	0.665039473818	0.957631002762	0.00690055436827	0.086374786284	0.629988314346	0.0101257665815	0.00922054225094	0.0853171471265	0.016768353067	0.0221073439781	0.0185563203084	0.0234497999491	0.0275779809792	10829.6197066	3278.6874356	10735.1019215	84302195.4298	0.814536340852	2398	1014348.32888	50351	1950	173.636761342	0.908790625693	50.8536778195	11.8624823293	17.5029184779	0.685296865451	0.956817393041	0.00692803541311	0.0848136054242	0.629980696964	0.0101588891311	0.0091820234667	0.085435520006	0.0168866926138	0.0222399120953	0.018676919852	0.023583523785	0.0276697742338	11413.2618911	3442.3021562	11310.5876923	90951965.8764	380.304751663	0.78359345687	15.6267785225	28.7493046484	0.562280983421	0.166459573705	0.115311780422	0.0942390941066	0.0815522073391	0.251607194853	0.145852585198	0.120008915959	0.101394506	0.170199316498	0.183730283915	0.215405871883	0.272804670514	58.7959497647	0.712713189102	71.0357222875	0.22083323503	NaN	NaN	NaN	1	NaN	0.187015431457	0.140118700679	0.11612073527	0.102338658591	0.261017806195	0.166241299591	0.137976713853	0.119867841132	0.222308145535	0.265855203358	0.328919106496	0.420252774703	57.8307037525	0.708634734238	70.1299253356	0.2199171648	0.986505633715	NaN	NaN	NaN	0.45651111627	NaN	0.253534735366	0.215380914408	0.195475364872	0.181621804259	0.296985140754	0.232283947426	0.208493375263	0.193397205237	0.39988716997	0.504239607733	0.646820228397	0.847440813054	56.436727538	0.694872311262	69.6342746647	0.213992772626	0.981208655437	NaN	NaN	NaN	0.010324657528	NaN	0.320050228096	0.276987424884	0.247939981269	0.23103211326	0.369967353578	0.299049926344	0.268702954723	0.249521086185	0.460030742589	0.580886304511	0.748011722495	0.979413924315	56.1898733672	0.638151722955	74.1164519579	0.202088570031	1.04480673539	NaN	NaN	NaN	0.00673249469834	NaN	0.262857155679	0.223032644468	0.20286268941	0.187105839233	0.303517296525	0.239744777823	0.215092702719	0.199010175752	0.380095639474	0.474530439855	0.593471666521	0.755484678279	56.252284027	0.691474953936	69.690739034999993	0.213208244032	0.981858801292	NaN	NaN	NaN	0.00898548602265	NaN	0.31599275513	0.273863980153	0.24563541921	0.229987898618	0.364765908249	0.294483898848	0.264831123339	0.246688800531	0.463864747034	0.592756310462	0.765414707658	0.99463028143	56.2488874709	0.642893896684	73.7828385319	0.203229877227	1.04030738766	NaN	NaN	NaN	0.00553940860028	NaN	0.257439709177	0.225349575391	0.208820030752	0.202335525741	0.305428940353	0.243740904622	0.224605490409	0.21379659801	0.654774939718	0.82968704287	1.06001524314	1.36506849961	55.9095608222	0.685878278376	69.5810393681	0.213461488277	0.981127567903	NaN	NaN	NaN	0.00261869774322	NaN	0.370271625713	0.331855255515	0.303963871841	0.287678451944	0.419090015281	0.355407886503	0.326586990271	0.308374725754	0.715109414204	0.875600436337	1.08211762568	1.37618744583	54.0844470585	0.599182083985	75.1211095774	0.192464468534	1.05817155486	NaN	NaN	NaN	0.00210183355211	NaN	0.189984999395	0.150520517343	0.135793844414	0.125699552073	0.264627932176	0.178938422664	0.157236816557	0.142670728832	0.396050656128	0.52185977572	0.699712176854	0.956059473166	59.1350069183	0.70628469351	71.9420381575	0.216420277336	1.01431376644	NaN	NaN	NaN	0.00649422033105	NaN	0.219171967945	0.170915349214	0.142533386782	0.128221483775	0.287066615306	0.199511795962	0.165476332516	0.14624380842	0.251826196709	0.3050922511	0.377744121674	0.482381810332	58.1658346753	0.692044862195	71.8915081249	0.216119481321	1.01304220401	NaN	NaN	NaN	0.0535871865628	NaN	597.635384615	0.0595474508632	17.1282051282	0.000957958522257	14	0					
