Database Name	ODA
Database Location	http://localhost/ODA/OdaService.asmx
Evaluation Signature	4716f232-f6ff-4a8c-a717-dbe74a599406
Plate Name	1
Measurement	Measurement 1
Evaluation	Evaluation6

[Data]
Row	Column	Timepoint	Nuclei in confirmed total cell region - Number of Objects	Nuclei in confirmed total cell region - Nucleus Area [µm²] - Mean per Well	Nuclei in confirmed total cell region - Nucleus Roundness - Mean per Well	Nuclei in confirmed total cell region - Nucleus Perimeter [µm] - Mean per Well	Nuclei in confirmed total cell region - Nucleus Width [µm] - Mean per Well	Nuclei in confirmed total cell region - Nucleus Length [µm] - Mean per Well	Nuclei in confirmed total cell region - Nucleus Ratio Width to Length - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 Haralick Correlation 1 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 Haralick Contrast 1 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 Haralick Sum Variance 1 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 Haralick Homogeneity 1 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Spot 0 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Hole 0 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Edge 0 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Ridge 0 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Valley 0 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Saddle 0 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Bright 0 px - Mean per Well	Nuclei in confirmed total cell region - Nucleus HOECHST 33342 SER Dark 0 px - Mean per Well	Nuclei in confirmed total cell region - Intensity Nucleus HOECHST 33342 Mean - Mean per Well	Nuclei in confirmed total cell region - Intensity Nucleus HOECHST 33342 StdDev - Mean per Well	Nuclei in confirmed total cell region - Intensity Nucleus HOECHST 33342 Median - Mean per Well	Nuclei in confirmed total cell region - Intensity Nucleus HOECHST 33342 Sum - Mean per Well	Nuclei in confirmed total cell region - Individual cells Selected - Mean per Well	Confirmed total cell region selected - Number of Nuclei in confirmed total cell region (2)- per Object  - Sum per Well	Confirmed total cell region selected - Confirmed total cell region selected Area [µm²] - Sum per Well	Confirmed total cell region selected - Number of Spots - Sum per Well	Individual cells Selected - Number of Objects	Individual cells Selected - Nucleus Area [µm²] - Mean per Well	Individual cells Selected - Nucleus Roundness - Mean per Well	Individual cells Selected - Nucleus Perimeter [µm] - Mean per Well	Individual cells Selected - Nucleus Width [µm] - Mean per Well	Individual cells Selected - Nucleus Length [µm] - Mean per Well	Individual cells Selected - Nucleus Ratio Width to Length - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 Haralick Correlation 1 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 Haralick Contrast 1 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 Haralick Sum Variance 1 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 Haralick Homogeneity 1 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Spot 0 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Hole 0 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Edge 0 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Ridge 0 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Valley 0 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Saddle 0 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Bright 0 px - Mean per Well	Individual cells Selected - Nucleus HOECHST 33342 SER Dark 0 px - Mean per Well	Individual cells Selected - Intensity Nucleus HOECHST 33342 Mean - Mean per Well	Individual cells Selected - Intensity Nucleus HOECHST 33342 StdDev - Mean per Well	Individual cells Selected - Intensity Nucleus HOECHST 33342 Median - Mean per Well	Individual cells Selected - Intensity Nucleus HOECHST 33342 Sum - Mean per Well	Individual cells Selected - Individual cells Area [µm²] - Mean per Well	Individual cells Selected - Individual cells Roundness - Mean per Well	Individual cells Selected - Individual cells Width [µm] - Mean per Well	Individual cells Selected - Individual cells Length [µm] - Mean per Well	Individual cells Selected - Individual cells Ratio Width to Length - Mean per Well	Individual cells Selected - Membrane Symmetry 02  - Mean per Well	Individual cells Selected - Membrane Symmetry 03  - Mean per Well	Individual cells Selected - Membrane Symmetry 04  - Mean per Well	Individual cells Selected - Membrane Symmetry 05  - Mean per Well	Individual cells Selected - Membrane Symmetry 12  - Mean per Well	Individual cells Selected - Membrane Symmetry 13  - Mean per Well	Individual cells Selected - Membrane Symmetry 14  - Mean per Well	Individual cells Selected - Membrane Symmetry 15  - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30%  - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40%  - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50%  - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60%  - Mean per Well	Individual cells Selected - Membrane Axial Small Length  - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio  - Mean per Well	Individual cells Selected - Membrane Radial Mean  - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation  - Mean per Well	Individual cells Selected - Membrane Profile 1/5  - Mean per Well	Individual cells Selected - Membrane Profile 2/5  - Mean per Well	Individual cells Selected - Membrane Profile 3/5  - Mean per Well	Individual cells Selected - Membrane Profile 4/5  - Mean per Well	Individual cells Selected - Membrane Profile 5/5  - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SP-Filter - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SP-Filter - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SP-Filter - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SP-Filter - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SP-Filter - Mean per Well	Individual cells Selected - Membrane Axial Small Length SP-Filter - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SP-Filter - Mean per Well	Individual cells Selected - Membrane Radial Mean SP-Filter - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SP-Filter - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SP-Filter - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SP-Filter - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SP-Filter - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SP-Filter - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SP-Filter - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SP-Filter - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Bright - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Bright - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Bright - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Bright - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Bright - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Bright - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Bright - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Bright - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Bright - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Bright - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Bright - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Bright - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Bright - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Bright - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Bright - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Dark - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Dark - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Dark - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Dark - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Dark - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Dark - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Dark - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Dark - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Dark - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Dark - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Dark - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Dark - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Dark - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Dark - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Dark - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Ridge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Ridge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Ridge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Ridge - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Ridge - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Ridge - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Ridge - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Ridge - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Ridge - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Ridge - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Valley - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Valley - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Valley - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Valley - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Valley - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Valley - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Valley - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Valley - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Valley - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Valley - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Valley - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Valley - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Valley - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Valley - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Valley - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Spot - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Spot - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Spot - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Spot - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Spot - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Spot - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Spot - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Spot - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Spot - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Spot - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Spot - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Spot - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Spot - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Spot - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Spot - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Hole - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Hole - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Hole - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Hole - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Hole - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Hole - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Hole - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Hole - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Hole - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Hole - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Hole - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Hole - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Hole - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Hole - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Hole - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Saddle - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Saddle - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Saddle - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Saddle - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Saddle - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Saddle - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Saddle - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Saddle - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Saddle - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Saddle - Mean per Well	Individual cells Selected - Membrane Symmetry 02 SER-Edge - Mean per Well	Individual cells Selected - Membrane Symmetry 03 SER-Edge - Mean per Well	Individual cells Selected - Membrane Symmetry 04 SER-Edge - Mean per Well	Individual cells Selected - Membrane Symmetry 05 SER-Edge - Mean per Well	Individual cells Selected - Membrane Symmetry 12 SER-Edge - Mean per Well	Individual cells Selected - Membrane Symmetry 13 SER-Edge - Mean per Well	Individual cells Selected - Membrane Symmetry 14 SER-Edge - Mean per Well	Individual cells Selected - Membrane Symmetry 15 SER-Edge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 30% SER-Edge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 40% SER-Edge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 50% SER-Edge - Mean per Well	Individual cells Selected - Membrane Threshold Compactness 60% SER-Edge - Mean per Well	Individual cells Selected - Membrane Axial Small Length SER-Edge - Mean per Well	Individual cells Selected - Membrane Axial Length Ratio SER-Edge - Mean per Well	Individual cells Selected - Membrane Radial Mean SER-Edge - Mean per Well	Individual cells Selected - Membrane Radial Relative Deviation SER-Edge - Mean per Well	Individual cells Selected - Membrane Radial Mean Ratio SER-Edge - Mean per Well	Individual cells Selected - Membrane Profile 1/5 SER-Edge - Mean per Well	Individual cells Selected - Membrane Profile 2/5 SER-Edge - Mean per Well	Individual cells Selected - Membrane Profile 3/5 SER-Edge - Mean per Well	Individual cells Selected - Membrane Profile 4/5 SER-Edge - Mean per Well	Individual cells Selected - Membrane Profile 5/5 SER-Edge - Mean per Well	Individual cells Selected - Total Spot Area - Mean per Well	Individual cells Selected - Relative Spot Intensity - Mean per Well	Individual cells Selected - Number of Spots - Mean per Well	Individual cells Selected - Number of Spots per Area of Individual cells - Mean per Well	Number of Analyzed Fields	Time [s]	Compound	Concentration	Cell Type	Cell Count	
15	2	1	35	187.899664312	0.890136552695	52.9055318768	12.4851322216	18.1484430851	0.686941617517	0.953634320971	0.00801665677239	0.0894870743027	0.597496257064	0.0119059057624	0.0115625152948	0.0960242374881	0.0182576986784	0.0249527879443	0.0205652592633	0.0262703947383	0.0320454465123	4396.66392958	1459.37721677	4286.11428571	34748542.7143	0.714285714286	35	25259.5062424	2030	25	189.261680041	0.905936804279	52.6085203867	12.7073297844	17.7428525788	0.71382032267	0.952853810044	0.00852459868419	0.093957324984	0.586346290901	0.011814879914	0.0111046500001	0.0992846630879	0.0183062035546	0.0257633668042	0.0212056503404	0.0262415251789	0.0323934994243	5290.72910763	1786.36990442	5144.8	41616892.88	297.303082774	0.83795029239	14.1356302913	23.5001921694	0.634375340924	0.13204349453	0.0953174415266	0.0969512909409	0.0696011241876	0.201948543213	0.122753433936	0.106057046155	0.0832745944179	0.235238413996	0.275169657387	0.31533729569	0.398090005497	51.801007309	0.762649927139	59.4650648499	0.211115610451	NaN	NaN	NaN	1	NaN	0.236006267268	0.19269316425	0.167908288731	0.123436784793	0.263382176222	0.204609140941	0.177390290458	0.13358333823	0.340354534606	0.410811782408	0.496652264976	0.602067701566	48.8900007629	0.733668725491	57.2675358582	0.208965927809	0.963337671757	NaN	NaN	NaN	0.355015739008	NaN	0.2322641609	0.197304619461	0.251550697498	0.16508261299	0.262926326052	0.213760710522	0.256141490387	0.182797302434	0.555102230577	0.729926747973	0.948355887323	1.23252403792	49.3660600281	0.736074410677	58.7097151184	0.188742487282	0.99460350275	NaN	NaN	NaN	0.00453529653172	NaN	0.230076015325	0.209659164502	0.188611687686	0.180705808388	0.285565022355	0.235403907786	0.214367213122	0.200361356058	0.404447907134	0.517751721172	0.69393517209	0.906343502026	49.9129876709	0.699688239098	62.2817914581	0.203699128479	1.04306866646	NaN	NaN	NaN	0.0100807600793	NaN	0.232853511117	0.193377674609	0.261147555337	0.165859820694	0.26663960029	0.215914851456	0.26221146255	0.18108986232	0.51965117508	0.666415858108	0.890830268852	1.17402014293	49.38727005	0.731964093447	58.7886351013	0.191287560165	0.995358965397	NaN	NaN	NaN	0.0036505447177	NaN	0.241716192543	0.214327034524	0.196372210948	0.191672960875	0.297694748784	0.2398309667	0.224417240926	0.212456895721	0.427415232619	0.552234045503	0.732368124615	0.984886826315	49.4688604736	0.691759735346	62.1419226837	0.202960110456	1.0395584321	NaN	NaN	NaN	0.00827715836952	NaN	0.261962788591	0.252709532712	0.264611495652	0.221572010718	0.284619295422	0.258735120298	0.281040767212	0.229503838057	0.830762642565	1.02550905632	1.25611462531	1.48410744325	48.2049981689	0.721559869051	58.5462367249	0.179473739713	0.99322063446	NaN	NaN	NaN	0.00152032704628	NaN	0.24363495936	0.238658176726	0.218083222244	0.189315330651	0.299769724582	0.265230291486	0.23494872167	0.209392908355	0.57042566383	0.709343044741	0.913445271734	1.1816219051	49.9537225342	0.689038208723	62.8015074158	0.199492655993	1.05781700134	NaN	NaN	NaN	0.00314873391415	NaN	0.17819807138	0.172575404153	0.165980857503	0.140421800158	0.239941526634	0.198665900617	0.176845236976	0.144578776225	0.476284563163	0.613816800995	0.803256674857	1.04388115486	50.9071266937	0.736763830185	60.6021131897	0.207810375541	1.01771540165	NaN	NaN	NaN	0.00562145876294	NaN	0.172857980025	0.140403138732	0.136072575053	0.121827080869	0.231574609703	0.168532580383	0.153651010581	0.14091308478	0.263122714048	0.32649116101	0.39484764579	0.504555621659	51.1855879974	0.745593349934	61.1571646118	0.204380121827	1.02637577057	NaN	NaN	NaN	0.0541662624167	NaN	705.88	0.0974215636287	18.36	0.00149564311869	14	0					
14	2	1	1830	170.121607737	0.885424385477	51.1918513697	11.5416855415	17.4921584178	0.663622605418	0.954574016647	0.00782304588749	0.0909639288247	0.620652647836	0.0110670757016	0.0102957747226	0.0894889217252	0.0177087865884	0.0241413639771	0.0199244809846	0.0250789136291	0.0303030907641	7720.74663095	2412.12033763	7625.80765027	62215649.882	0.791803278689	1830	884785.539286	27769	1449	175.155614253	0.896585429342	51.5397091754	11.842666089	17.5891946294	0.678193308969	0.953333840814	0.00794514824696	0.089880255048	0.618559633187	0.0110666457769	0.0102125255212	0.0902304028935	0.0178182942912	0.0244333210333	0.0201498099253	0.0251760572005	0.0305032202291	8212.74544796	2558.77242938	8106.65838509	67566726.3112	414.123474413	0.765470871258	16.0239684038	30.0742275656	0.555216862904	0.173233141015	0.116157282368	0.100291018397	0.0870539304562	0.257425920486	0.142811928766	0.127278594512	0.105149240089	0.17471198141	0.192404991415	0.226492884395	0.289580561572	60.6042316126	0.709557933868	73.5162584912	0.230047957099	NaN	NaN	NaN	1	NaN	0.197737379373	0.147248660395	0.130243400079	0.113844509772	0.271336994831	0.168400465745	0.151859117071	0.129072133011	0.232791005921	0.279951996506	0.350031461793	0.447959333297	59.3640894103	0.702309696314	72.4715723139	0.226963690562	0.98562807762	NaN	NaN	NaN	0.438351952063	NaN	0.271643540015	0.226797048496	0.204906367976	0.194508910727	0.317672967284	0.243677735258	0.221576325937	0.207227282586	0.430902582732	0.552967520001	0.716738659486	0.929939939954	57.7248405196	0.677933752681	72.5123479552	0.224434459298	0.987435204889	NaN	NaN	NaN	0.0087824102698	NaN	0.311511521469	0.256522230141	0.232508791522	0.214886028546	0.364909899788	0.280087498887	0.254991332657	0.232449142319	0.419593118087	0.533775225783	0.688452956549	0.910317382245	58.3200072597	0.640826022351	76.7884503977	0.213040187936	1.04524584105	NaN	NaN	NaN	0.00760075924258	NaN	0.278277082806	0.23278345536	0.210479010796	0.197794035077	0.323293002939	0.248967444865	0.226751088371	0.210236725619	0.405101537004	0.512676188469	0.65372473227	0.832839664916	57.5503569459	0.674381899949	72.5383310153	0.223937021374	0.987775843665	NaN	NaN	NaN	0.00754636461042	NaN	0.310864041075	0.256987642514	0.234070679831	0.216727909224	0.362695165059	0.279429664451	0.254797317884	0.233299336069	0.436202053094	0.560514753229	0.721264303934	0.940664194373	58.1888384381	0.642806083293	76.468499283	0.214010547386	1.04104692476	NaN	NaN	NaN	0.00626595602782	NaN	0.28296157834	0.24379685761	0.227410372632	0.223982936177	0.330349039467	0.262493339407	0.24317324547	0.236813683235	0.695738840009	0.879993743017	1.11888796274	1.41501662767	57.0421719291	0.667481585453	72.5379645951	0.222498328046	0.987777455788	NaN	NaN	NaN	0.00234584501249	NaN	0.346310003514	0.297428819751	0.273872378927	0.256163599336	0.397547221572	0.321702965148	0.298573445415	0.275981162928	0.643370948601	0.79578176455	1.00384682717	1.29381909317	57.310611269	0.616435525858	77.7888673186	0.2047603256	1.05852045459	NaN	NaN	NaN	0.00235576626459	NaN	0.203945521381	0.157063960854	0.142175714446	0.13372065228	0.278263216136	0.18336690349	0.163968476976	0.148696774798	0.410668923101	0.54862870097	0.739536743598	1.00407020952	60.6835543604	0.696730036522	74.7286313743	0.226422435569	1.01738247096	NaN	NaN	NaN	0.00646691436347	NaN	0.225664011037	0.166625030078	0.144597938162	0.128564675952	0.293572595545	0.193487300115	0.168732812194	0.145817411191	0.239767736092	0.288741450887	0.359652754639	0.460136231366	60.065505164	0.687821841573	74.6636609761	0.225287957977	1.01707602646	NaN	NaN	NaN	0.0553556831767	NaN	431.984126984	0.0405458165916	11.7998619738	0.00061024697513	14	0					
